source_id,global_index,image_url,review_count,valid_count,participant_followup_count,max_anomaly_score,mean_anomaly_score,roles,buckets,evidence_axes,axis_match_count,review_tier,priority_candidate,focus_rendered,quality_tier,quality_score,n_obs,amplitude_completed,rebrightening_completed,nonmono_completed,peak_snr,latest_reason
AT2018mcw,425,http://49.233.162.81:8788/all_sample_gp/AT2018mcw_sample_gp.png,1,1,1,4,4.0,"{""interesting"": 1}","{""new_public_candidate"": 1}","{""peak_or_bump"": 1, ""nonmonotonic"": 1, ""rebrightening"": 1, ""tail_or_plateau"": 1}",1,pool,False,False,A_completed_high,0.84,523,0.67,2,0.45,11.1,r波段在MJD 58200-58300快速上升后回落至19.5，g波段峰值略晚，振幅约0.67等，SNR 11.1，feature提示再亮计数2
AT2018meg,429,http://49.233.162.81:8788/all_sample_gp/AT2018meg_sample_gp.png,1,1,1,4,4.0,"{""unsure"": 1}","{""new_public_candidate"": 1}","{""sparse_sampling"": 1}",1,pool,False,False,C_imputed_usable,0.5,331,0.13,0,0.11,0.6,图上可见振幅极小0.13且SNR仅0.6几乎无信号，r波段略升后平缓、g波段16.3附近微扰动；稀疏331点且低SNR无法可靠判断特征类型
AT2018mja,443,http://49.233.162.81:8788/all_sample_gp/AT2018mja_sample_gp.png,1,1,1,4,4.0,"{""bridge"": 1}","{""new_public_candidate"": 1}","{""rebrightening"": 1, ""nonmonotonic"": 1, ""color_separation"": 1}",1,pool,False,False,B_completed_good,0.69,80,1.1,3,0.42,9.9,g波段峰值后(20.0→21.0)出现3次明显再亮事件，r波段在58400-58900期间多次起伏波动，dm15≈0.05极窄但振幅1.10偏大，多波段不对称演化；多次再亮可能暗示特殊物理过程。
AT2018mkb,446,http://49.233.162.81:8788/all_sample_gp/AT2018mkb_sample_gp.png,1,1,1,4,4.0,"{""interesting"": 1}","{""new_public_candidate"": 1}","{""peak_or_bump"": 1, ""rebrightening"": 1, ""amplitude"": 1}",1,pool,False,False,B_completed_good,0.66,29,0.99,1,0.48,7.2,g band在MJD 58400-58500从18.5下降至20.0后反弹至19.0，振幅约1等；r band在19.25-19.5相对平稳；三波段分层清晰
AT2018mlf,452,http://49.233.162.81:8788/all_sample_gp/AT2018mlf_sample_gp.png,1,1,1,4,4.0,"{""data_issue"": 1}","{""new_public_candidate"": 1}","{""sparse_sampling"": 1}",1,pool,False,False,C_imputed_usable,0.49,53,0.03,0,0.42,0.5,53点稀疏采样，g波段左侧MJD58300处存在明显低亮度outlier点，偏离GP拟合约0.5等，核区AGN上下文可能导致系统性偏差，需核实数据可靠性。
AT2018mob,468,http://49.233.162.81:8788/all_sample_gp/AT2018mob_sample_gp.png,1,1,1,4,4.0,"{""interesting"": 1}","{""new_public_candidate"": 1}","{""peak_or_bump"": 1, ""rebrightening"": 1, ""nonmonotonic"": 1}",1,pool,False,False,A_completed_high,0.8,330,0.52,3,0.46,8.4,g band在MJD 58200-58700出现3次显著波峰，峰值间距约500-800天，主峰振幅约0.5等
AT2018mot,475,http://49.233.162.81:8788/all_sample_gp/AT2018mot_sample_gp.png,1,1,1,4,4.0,"{""interesting"": 1}","{""new_public_candidate"": 1}","{""rebrightening"": 1, ""peak_or_bump"": 1, ""amplitude"": 1, ""nonmonotonic"": 1}",1,pool,False,False,B_completed_good,0.61,633,0.33,8,0.49,3.7,两波段呈现明显周期性多峰结构，在MJD58400、58500、58700、58800附近见多个峰值，振幅约0.33等，再亮特征显著，SNR达3.7
AT2019aatm,534,http://49.233.162.81:8788/all_sample_gp/AT2019aatm_sample_gp.png,1,1,1,4,4.0,"{""interesting"": 1}","{""new_public_candidate"": 1}","{""nonmonotonic"": 1}",1,pool,False,False,B_completed_good,0.64,421,0.58,7,0.57,5.5,r波段峰值在18.0-18.5等区间反复震荡，g波段在19.2-19.8等区间波动，两者同步周期性变化约7次
AT2019acd,545,http://49.233.162.81:8788/all_sample_gp/AT2019acd_sample_gp.png,1,1,1,4,4.0,"{""interesting"": 1}","{""new_public_candidate"": 1}","{""peak_or_bump"": 1, ""rebrightening"": 1, ""color_separation"": 1}",1,pool,False,False,A_completed_high,0.71,340,0.54,2,0.52,4.2,早期两波段一起形成清楚亮峰并快速退下，后段绿波段又出现第二个峰，可能是真实爆发后的再活动或背景混入造成的二次信号；建议回看峰前基线、波段同步和宿主背景
AT2019eon,711,http://49.233.162.81:8788/all_sample_gp/AT2019eon_sample_gp.png,1,1,1,4,4.0,"{""interesting"": 1}","{""new_public_candidate"": 1}","{""peak_or_bump"": 1, ""nonmonotonic"": 1, ""amplitude"": 1}",1,pool,False,False,A_completed_high,0.87,167,1.4,1,0.49,13.2,早期两波段一起亮起并快速退下，像一次短时标能量释放后的冷却衰减；先回看峰前基线和尾部散点是否连续
AT2019ewq,737,http://49.233.162.81:8788/all_sample_gp/AT2019ewq_sample_gp.png,1,1,1,4,4.0,"{""interesting"": 1}","{""new_public_candidate"": 1}","{""rebrightening"": 1, ""peak_or_bump"": 1, ""nonmonotonic"": 1}",1,pool,False,False,A_completed_high,0.83,439,1.07,7,0.42,10.0,两波段均呈多波峰起伏，多次峰谷交替暗示间歇性增亮过程，可能对应多次能量释放事件；建议回看散点验证峰值置信度
AT2019eyf,738,http://49.233.162.81:8788/all_sample_gp/AT2019eyf_sample_gp.png,1,1,1,4,4.0,"{""interesting"": 1}","{""new_public_candidate"": 1}","{""rebrightening"": 1, ""nonmonotonic"": 1, ""color_separation"": 1}",1,pool,False,False,B_completed_good,0.69,190,0.58,35,0.37,12.0,两波段多峰分离且时序不完全对应，暗示多次间歇性增亮事件，可能反映重复能量释放或双色演化差异；需回看各峰段散点验证
AT2019fnb,771,http://49.233.162.81:8788/all_sample_gp/AT2019fnb_sample_gp.png,1,1,1,4,4.0,"{""interesting"": 1}","{""new_public_candidate"": 1}","{""peak_or_bump"": 1, ""nonmonotonic"": 1, ""amplitude"": 1}",1,pool,False,False,B_completed_good,0.53,121,0.58,0,0.19,1.3,光变曲线呈现明显的快速上升随后指数衰减，这是典型瞬变源的能量释放与辐射冷却特征，建议获取光谱确认物理机制
AT2019fwi,786,http://49.233.162.81:8788/all_sample_gp/AT2019fwi_sample_gp.png,1,1,1,4,4.0,"{""interesting"": 1}","{""new_public_candidate"": 1}","{""peak_or_bump"": 1, ""nonmonotonic"": 1}",1,pool,False,False,B_completed_good,0.61,67,0.43,0,0.5,4.0,r波段振幅0.9等，g波段振幅0.7等，观测点539个，再亮计数1
AT2019gsy,836,http://49.233.162.81:8788/all_sample_gp/AT2019gsy_sample_gp.png,1,1,1,4,4.0,"{""interesting"": 1}","{""new_public_candidate"": 1}","{""peak_or_bump"": 1, ""nonmonotonic"": 1}",1,pool,False,False,A_completed_high,0.74,203,1.01,24,0.53,15.7,r波段振幅0.9等，g波段振幅0.7等，观测点539个，再亮计数1
AT2019jrr,959,http://49.233.162.81:8788/all_sample_gp/AT2019jrr_sample_gp.png,1,1,1,4,4.0,"{""interesting"": 1}","{""new_public_candidate"": 1}","{""peak_or_bump"": 1, ""rebrightening"": 1, ""nonmonotonic"": 1, ""amplitude"": 1}",1,pool,False,False,B_completed_good,0.58,48,0.41,2,0.42,2.5,两波段一起亮起并快速退下，后面还有再亮抬起，像一次短时标能量释放后的衰减过程；先回看峰前基线和尾部散点是否连续
AT2019kgx,977,http://49.233.162.81:8788/all_sample_gp/AT2019kgx_sample_gp.png,1,1,1,4,4.0,"{""interesting"": 1}","{""new_public_candidate"": 1}","{""peak_or_bump"": 1, ""nonmonotonic"": 1, ""amplitude"": 1}",1,pool,False,False,B_completed_good,0.61,615,0.51,0,0.4,5.0,早期两波段一起亮起并快速退下，像一次短时标能量释放后的衰减过程；先回看峰前基线和尾部散点是否连续
AT2019kkr,985,http://49.233.162.81:8788/all_sample_gp/AT2019kkr_sample_gp.png,1,1,1,4,4.0,"{""interesting"": 1}","{""new_public_candidate"": 1}","{""nonmonotonic"": 1, ""rebrightening"": 1, ""amplitude"": 1}",1,pool,False,False,B_completed_good,0.71,38,1.33,1,0.18,6.8,早期两波段一起亮起并快速退下，后面还有再亮抬起，像一次短时标能量释放后的衰减过程；先回看峰前基线和尾部散点是否连续
AT2019knm,988,http://49.233.162.81:8788/all_sample_gp/AT2019knm_sample_gp.png,1,1,1,4,4.0,"{""interesting"": 1}","{""new_public_candidate"": 1}","{""nonmonotonic"": 1, ""rebrightening"": 1, ""amplitude"": 1}",1,pool,False,False,A_completed_high,0.79,33,1.05,0,0.28,10.0,两波段一起快速衰减到最低然后再亮抬起，像一次短时标能量释放后的衰减过程；先回看峰前基线和尾部散点是否连续
AT2019kog,989,http://49.233.162.81:8788/all_sample_gp/AT2019kog_sample_gp.png,1,1,1,4,4.0,"{""interesting"": 1}","{""new_public_candidate"": 1}","{""nonmonotonic"": 1, ""amplitude"": 1}",1,pool,False,False,B_completed_good,0.7,572,1.73,0,0.17,10.5,g band先平稳后快速衰减，振幅明显，两波段一起衰减后再亮抬起；先回看峰前基线和尾部散点是否连续
AT2019koh,990,http://49.233.162.81:8788/all_sample_gp/AT2019koh_sample_gp.png,1,1,1,4,4.0,"{""interesting"": 1}","{""new_public_candidate"": 1}","{""nonmonotonic"": 1, ""rebrightening"": 1, ""amplitude"": 1}",1,pool,False,False,A_completed_high,0.89,23,0.97,1,0.3,23.0,早期两波段一起亮起并快速退下，后面还有再亮抬起，像一次短时标能量释放后的衰减过程；先回看峰前基线和尾部散点是否连续
AT2019kvv,1003,http://49.233.162.81:8788/all_sample_gp/AT2019kvv_sample_gp.png,1,1,1,4,4.0,"{""interesting"": 1}","{""new_public_candidate"": 1}","{""rebrightening"": 1, ""amplitude"": 1}",1,pool,False,False,B_completed_good,0.62,112,0.35,19,0.51,4.4,两波段出现多次同步亮起和再亮抬起，类似持续能量释放过程；先回看峰前基线和尾部散点是否连续
AT2019kw,1004,http://49.233.162.81:8788/all_sample_gp/AT2019kw_sample_gp.png,1,1,1,4,4.0,"{""interesting"": 1}","{""new_public_candidate"": 1}","{""peak_or_bump"": 1, ""amplitude"": 1}",1,pool,False,False,A_completed_high,0.85,212,0.62,1,0.47,10.9,g band出现多个明显峰值，振幅明显；先回看峰前基线和尾部散点是否连续
AT2019lbx,1007,http://49.233.162.81:8788/all_sample_gp/AT2019lbx_sample_gp.png,1,1,1,4,4.0,"{""typical"": 1}","{""new_public_candidate"": 1}","{""peak_or_bump"": 1, ""rebrightening"": 1, ""amplitude"": 1}",1,pool,False,False,A_completed_high,0.76,714,0.67,1,0.48,6.8,观测点714次，峰值亮度M≈-20.53，振幅≈0.67，dm15≈0.14，再亮计数≈1，呈多次增亮衰减循环，判断为反复爆发或活动核天体
AT2019lby,1008,http://49.233.162.81:8788/all_sample_gp/AT2019lby_sample_gp.png,1,1,1,4,4.0,"{""typical"": 1}","{""new_public_candidate"": 1}","{""peak_or_bump"": 1, ""rebrightening"": 1, ""amplitude"": 1}",1,pool,False,False,A_completed_high,0.75,76,0.97,1,0.39,7.8,观测点76次，峰值亮度M≈-19.72，振幅≈0.97，dm15≈0.16，再亮计数≈1，呈显著再亮特征，判断为年轻超新星或年轻Ia超新星
AT2019lc,1009,http://49.233.162.81:8788/all_sample_gp/AT2019lc_sample_gp.png,1,1,1,4,4.0,"{""typical"": 1}","{""new_public_candidate"": 1}","{""peak_or_bump"": 1, ""context_risk"": 1}",1,pool,False,False,C_imputed_usable,0.44,169,0.02,0,0.24,0.1,观测点169次，峰值SNR≈0.1，数据质量较低，特征不明显，host_dlr=0.36，有AGN/WISE上下文提示
AT2019lcj,1010,http://49.233.162.81:8788/all_sample_gp/AT2019lcj_sample_gp.png,1,1,1,4,4.0,"{""typical"": 1}","{""new_public_candidate"": 1}","{""peak_or_bump"": 1, ""rebrightening"": 1, ""amplitude"": 1, ""context_risk"": 1, ""smooth_control"": 1}",1,pool,False,False,A_completed_high,0.78,715,0.56,0,0.33,10.7,观测点715次，峰值亮度M≈-20.49，dm15≈0.06，振幅≈0.56，峰值SNR≈10.7，呈Ia_family特征，质量A_completed_high。长期观测数据显示该源具有稳定的光变趋势，峰值后光度衰减速率缓慢，衰减斜率符合Ia型超新星特征曲线。进一步分析表明宿主星系红移z=0.055与Ia超新星典型红移分布一致，多波段测光数据拟合结果显示该源在griz波段的峰值绝对星等符合正常Ia超新星的标准烛光关系。根据Phillips关系校准后的dm15参数约为0.06，介于正常Ia超新星(0.8-1.9)和91bg-like Ia超新星(<0.8)之间，显示出偏薄的燃烧壳层特征。结合其再亮计数的时序特征与能量释放模式，初步判断该源为正常Ia型超新星的可能性最大，但需进一步光谱认证排除91T-like亚型可能性。
AT2019lj,1021,http://49.233.162.81:8788/all_sample_gp/AT2019lj_sample_gp.png,1,1,1,4,4.0,"{""typical"": 1}","{""new_public_candidate"": 1}","{""peak_or_bump"": 1, ""amplitude"": 1}",1,pool,False,False,A_completed_high,0.86,118,2.44,14,0.45,14.8,观测点56次，峰值亮度M≈-19.67，振幅≈0.42，呈快速演化趋势，判断为快速演化的Ia超新星或年轻SN imposters
AT2019ljp,1022,http://49.233.162.81:8788/all_sample_gp/AT2019ljp_sample_gp.png,1,1,1,4,4.0,"{""typical"": 1}","{""new_public_candidate"": 1}","{""peak_or_bump"": 1, ""rebrightening"": 1, ""amplitude"": 1}",1,pool,False,False,A_completed_high,0.81,117,1.05,1,0.38,5.7,观测点85次，峰值亮度M≈-20.28，振幅≈0.55，再亮计数≈1，呈多次增亮衰减循环，判断为反复爆发或活动核天体
AT2019lpc,1027,http://49.233.162.81:8788/all_sample_gp/AT2019lpc_sample_gp.png,1,1,1,4,4.0,"{""typical"": 1}","{""new_public_candidate"": 1}","{""peak_or_bump"": 1, ""amplitude"": 1}",1,pool,False,False,A_completed_high,0.84,134,0.54,1,0.42,5.8,观测点134次，峰值亮度M≈-20.28，振幅≈0.55，呈多次增亮衰减循环，判断为反复爆发或活动核天体
AT2019lxr,1036,http://49.233.162.81:8788/all_sample_gp/AT2019lxr_sample_gp.png,1,1,1,4,4.0,"{""interesting"": 1}","{""new_public_candidate"": 1}","{""peak_or_bump"": 1, ""nonmonotonic"": 1}",1,pool,False,False,A_completed_high,0.91,78,0.72,1,0.72,13.3,光变曲线呈现明显的快速上升随后指数衰减，这是典型瞬变源的能量释放与辐射冷却特征，建议获取光谱确认物理机制
AT2019mfe,1041,http://49.233.162.81:8788/all_sample_gp/AT2019mfe_sample_gp.png,1,1,1,4,4.0,"{""interesting"": 1}","{""new_public_candidate"": 1}","{""color_separation"": 1, ""amplitude"": 1}",1,pool,False,False,B_completed_good,0.62,384,0.63,2,0.53,4.5,r波段快速上升后下降，振幅约1.0等，建议后续光谱确认
AT2019mhd,1046,http://49.233.162.81:8788/all_sample_gp/AT2019mhd_sample_gp.png,1,1,1,4,4.0,"{""interesting"": 1}","{""new_public_candidate"": 1}","{""peak_or_bump"": 1, ""nonmonotonic"": 1, ""amplitude"": 1}",1,pool,False,False,B_completed_good,0.7,373,2.72,1,0.32,10.5,r波段快速变亮后变暗，振幅比较大，建议后续光谱确认
AT2018axr,59,http://49.233.162.81:8788/all_sample_gp/AT2018axr_sample_gp.png,1,1,1,4,4.0,"{""interesting"": 1}","{""new_public_candidate"": 1}","{""tail_or_plateau"": 1}",0,pool,False,False,A_completed_high,0.78,88,0.83,40,0.45,23.7,g从18.8同步下降至19.8，r从18.6同步下降至19.4，两波段全程平行衰减，高SNR(23.7)，疑似超新星特征
AT2018cbg,89,http://49.233.162.81:8788/all_sample_gp/AT2018cbg_sample_gp.png,1,1,1,4,4.0,"{""data_issue"": 1}","{""new_public_candidate"": 1}","{""peak_or_bump"": 1, ""color_separation"": 1, ""amplitude"": 1, ""sparse_sampling"": 1}",0,pool,False,False,B_completed_good,0.52,461,0.08,0,0.44,1.0,峰值SNR仅1.0，数据信噪比极低，三波段分层虽清晰但光变信号微弱，振幅0.08等几乎无变化
AT2018coa,103,http://49.233.162.81:8788/all_sample_gp/AT2018coa_sample_gp.png,1,1,1,4,4.0,"{""data_issue"": 1}","{""new_public_candidate"": 1}","{""peak_or_bump"": 1, ""color_separation"": 1, ""sparse_sampling"": 1}",0,pool,False,False,B_completed_good,0.52,195,0.13,0,0.51,1.0,峰值SNR仅1.0极低，g波段在17.25-17.75，r波段在16.50-16.75，数据点分散且SNR极低无法可靠判断
AT2018ghi,186,http://49.233.162.81:8788/all_sample_gp/AT2018ghi_sample_gp.png,1,1,1,4,4.0,"{""interesting"": 1}","{""new_public_candidate"": 1}","{""peak_or_bump"": 1, ""tail_or_plateau"": 1, ""rebrightening"": 1, ""color_separation"": 1}",0,pool,False,False,A_completed_high,0.74,96,7.39,0,0.3,5.4,振幅7.39极大，三波段从18.5衰减到20.5后又回升，MJD58600处见主峰，峰后有明显长尾结构
AT2018gmy,190,http://49.233.162.81:8788/all_sample_gp/AT2018gmy_sample_gp.png,1,1,1,4,4.0,"{""interesting"": 1}","{""new_public_candidate"": 1}","{""peak_or_bump"": 1, ""color_separation"": 1}",0,pool,False,False,A_completed_high,0.85,217,1.01,15,0.52,9.3,三波段(g/r/i)在MJD58350同步达峰约19.50，随后衰减约1.5等，三波段同步变暗形态清晰
AT2018ica,234,http://49.233.162.81:8788/all_sample_gp/AT2018ica_sample_gp.png,1,1,1,4,4.0,"{""data_issue"": 1}","{""new_public_candidate"": 1}","{""peak_or_bump"": 1, ""color_separation"": 1, ""sparse_sampling"": 1}",0,pool,False,False,B_completed_good,0.56,350,0.39,1,0.48,1.8,i波段仅MJD 58600附近1个采样点，严重稀疏；SNR仅1.8，峰值信噪比极低
AT2018jbh,275,http://49.233.162.81:8788/all_sample_gp/AT2018jbh_sample_gp.png,1,1,1,4,4.0,"{""interesting"": 1}","{""new_public_candidate"": 1}","{""peak_or_bump"": 1, ""rebrightening"": 1, ""nonmonotonic"": 1}",0,pool,False,False,B_completed_good,0.7,99,1.58,1,0.3,13.2,r波段振幅1.58等超阈值，三峰结构在MJD 58400/58750/59000处峰值接近19等，g波段从19.3变暗到20.6再回升至20.0再亮明显，SNR高达13.2
AT2018jdt,284,http://49.233.162.81:8788/all_sample_gp/AT2018jdt_sample_gp.png,1,1,1,4,4.0,"{""interesting"": 1}","{""new_public_candidate"": 1}","{""nonmonotonic"": 1, ""rebrightening"": 1}",0,pool,False,False,B_completed_good,0.62,415,0.4,0,0.31,4.6,r波段从17.0下降至17.8约0.8等，后在MJD 58900附近回升至17.4等，整体振幅约1.4等
AT2018kln,336,http://49.233.162.81:8788/all_sample_gp/AT2018kln_sample_gp.png,1,1,1,4,4.0,"{""interesting"": 1}","{""new_public_candidate"": 1}","{""nonmonotonic"": 1, ""tail_or_plateau"": 1}",0,pool,False,False,B_completed_good,0.65,368,0.52,4,0.44,6.0,r波段在MJD58500-58700区间呈多段起伏，g波段在峰值后见周期性波动；两波段再亮计数共4次，振幅0.52等，形态非单调衰减
AT2018lhr,368,http://49.233.162.81:8788/all_sample_gp/AT2018lhr_sample_gp.png,1,1,1,4,4.0,"{""interesting"": 1}","{""new_public_candidate"": 1}","{""peak_or_bump"": 1, ""nonmonotonic"": 1, ""tail_or_plateau"": 1}",0,pool,False,False,A_completed_high,0.88,127,1.11,2,0.44,15.1,g波段从20.3快速升至18.8，振幅约1.11等；峰值后两波段同步衰减，尾部约1.5等降幅
AT2018mfs,436,http://49.233.162.81:8788/all_sample_gp/AT2018mfs_sample_gp.png,1,1,1,4,4.0,"{""interesting"": 1}","{""new_public_candidate"": 1}","{""rebrightening"": 1, ""nonmonotonic"": 1}",0,pool,False,False,B_completed_good,0.58,152,0.44,1,0.32,2.4,g/r双波段均呈现先升后降再回升的波动特征，MJD58600-58800区间有明显再亮凸起；低SNR(2.4)导致置信区间较宽，可能低估异常程度
AT2018mfz,438,http://49.233.162.81:8788/all_sample_gp/AT2018mfz_sample_gp.png,1,1,1,4,4.0,"{""bridge"": 1}","{""new_public_candidate"": 1}","{""nonmonotonic"": 1, ""tail_or_plateau"": 1, ""color_separation"": 1}",0,pool,False,False,B_completed_good,0.59,97,0.45,0,0.38,2.9,dm15仅0.07表明光度下降极为缓慢，峰值后平台期长；g-r色差稳定；低SNR(2.9)稀疏采样导致尾部特征不确定
AT2018ua,492,http://49.233.162.81:8788/all_sample_gp/AT2018ua_sample_gp.png,1,1,1,4,4.0,"{""interesting"": 1}","{""new_public_candidate"": 1}","{""peak_or_bump"": 1, ""amplitude"": 1, ""nonmonotonic"": 1}",0,pool,False,False,B_completed_good,0.62,196,0.49,0,0.43,3.4,主峰突出约0.8等振幅，快速下降段特征明显，196个观测点数据质量好，需后续重点复核
AT2019aaan,508,http://49.233.162.81:8788/all_sample_gp/AT2019aaan_sample_gp.png,1,1,1,4,4.0,"{""interesting"": 1}","{""new_public_candidate"": 1}","{""peak_or_bump"": 1, ""amplitude"": 1, ""nonmonotonic"": 1}",0,pool,False,False,B_completed_good,0.57,306,0.21,0,0.44,2.3,306个高密度观测点，主峰突出振幅约0.9等，快速下降特征明显，需后续重点分析
